id	tweet
198	You know I tried this, I spent money on good parts from reputable companies and I regretted ever second of it. I’m actually selling a car I’ve but 100s of hours and 10s of thousands in to. At least when you eBay down pipe cracks or your rep’s bend you can’t be mad .
199	Went to Home Depot on a Sunday and found all the tatted guys in their late 20s mid 30s excuse me while I sit there for the next 3 hours..
200	VICKSBURG SNOW ❄️ 86° less than 24 hours ago, and now this is the view. Weather is amazing! ☃️ #mswx @NWSJacksonMS .
201	As a #voiceactor, #radio #broadcaster and occasional singer, I found this film incredibly sad to watch and cried all the way through. This man is a genius, but lost the very soul that he was a few years back…his voice! If you have 2 hours spare…. .
202	FYI, almost exactly 2 hours from getting in line to leaving. We were not prepared to keep our kids occupied..
203	And that was my day! I had an extremely deep nap - fell asleep with the lights on, fully dressed, yt auto playing cooking videos. I woke up after a few hours and turned the lights off and went to bed proper, and had a less deep sleep. Do you find that happens to you?.
204	Still some hours left to join the discord and participate in this #CNFTGiveaway The winner of the duck race gets 1 pre-sale token that's one guaranteed @ADApesCNFT #CNFT airdropped to their wallet on mint day. .
205	@tetebearyy LMAO I JUST SEEING THIS AFTER 7 HOURS YOU POSTED ,, but it's ok fr nothing to be embarrassed😭.
206	@JBowersOU @atbeach92 Wrong Jeff, I do not care if you were coughing last week… just show me a negative PCR or Antigen test from the last 72 hours and it’s on..
207	This Fridays stream will be different than the normal. We'll be trying new shit, hopefully rinsing new acapellas, and playing a lot of different genres across all BPMs. 5 hours is a fuck ton of music. But we're gonna full send..
208	Taking hours to buy some tape at your local hardware/crafts store now sounds like a totally reasonable amount of time. .
209	Yes it can take 3+ hours to get your rapid Covid test because 100 people checked in before you and there’s only two testing machines on site with one person running the tests. So chill and play on your phone cause you would’ve been doing that at home anyway..
210	@BannedBtchBants I had it over xmas! Went on vacay to have a bit of time with no hospital and within 5 hours of arriving was in an ambulance. I got it very mild/asymptomatic but my heart couldn’t cope and went bananas on me. 6 days in hosp with iv Remdesivir & 10 days of dexamethasone. FUN.
211	Was going to do my 1st YouTube stream today.. didn’t realize there is a period of time that can take up to 24 hours to enable your account to go live 😌.
212	@ericthewheeler @LexG_III But why assume a movie titled "Licorice Pizza" with no famous actors in the main parts would make more than 7 million total if it opened wide quickly? I don't see it. West Side Story was even dead within 24 hours of release, they probably should have had THAT role out slower!.
213	The urge to get my lashes done before I give birth but mi can’t lay dung pan da table deh on my back for two hours 😩.
214	@DiMaiBadiChalak Sorry to hear about your experience with the product you have received. We'd definitely check this and assure you that one of our specialists will address this concern over a call/email in the next 4 hours. Appreciate your patience. (1/2).
215	izuku managed to get few hours of sleep before going to his small book cafe which he opened two years ago. he was busy with doing the inventory for the new books when someone entered the shop. "good afternoon," izuku greeted the guy who returned the greeting with a smile..
216	@NordVPN I just got off of a chat with Leroy with Nord VPN. He helped me get my new laptop connected after many hours of trying to watch Youtube videos (and the ads) trying on my own. Thank you Leroy!.
217	(You are at your local “Freddy Fazbear’s Pizzeria” after hours. You had hidden in the ball pit. You end up falling asleep in the ball pit for a few hours, but you are awoken by two big, furry hands grabbing your midsection. A giant 9ft tall yellow rabbit would reveal itself) .
218	@etihad 1st you delay our flight from Maldives to Abu Dhabi, missed our flight to KSA. Took almost 3 hours looking & waiting for the shuttle to Holiday Inn. Got to Holiday Inn, you gave us a voucher for 1 room. There’s 4 of us and the beds are 2 twin size. 😡.
219	The Biden administration has not done a good job executing our vaccination campaign. .
220	How about we stop ripping players, and start holding the coaches accountable who dip on their players for another job. Not one of y’all on College Gameday do that, just sit there and bash players for protecting their futures when coaches do the same shit. .
221	@SoCaliSteph He's had so many cries for help but nothing gets done and he keeps getting jobs. I think after this he won't be getting another job and you'll probably see him more on tmz.
222	We put the relationships with our employees and clients at the heart of everything we do each and every day. If also you value the art of building great work relationships, apply to our join team as a Security Officer in #SecurityGuard #SecurityOfficer.
223	#EmptyGreene saying the quiet parts out loud "Hurting our brand" branding isn't what the founders had in mind when they proposed our form of gov't, @RepMTG your job isn't marketing, it's SUPPOSED to be helping Americans through policy. .
224	@DamonDawg @ChefTrillie_ they stink or it’s the offense can’t do a 75 yard drive up the field and the defense gets back on the field as soon as they get off?.
225	@CBCNews What else can he say? Thousands of infected people! He, Cabinet, Parliamentarians who are sensible!, Medical professionals, Scientists have done and said all they can. Hopefully soon this idiocy of people trying to do whatever they want to do in middle of a Pandemic will stop!.
226	iPhone moment coming soon. In 2-3 years ICE car sales will be a fraction of today’s. .
227	💌: hi love, i know you have been through a lot lately, and i hope you’ll feel better soon! you and your family are in my thoughts. know that your family and friends loves you very much. i love you very much, and im glad i got to know you ♡ 💐: @tobesoashley_ .
228	Soon, the seeds are going to be gone for spring. Don't wait. Get your favorites now. .
229	@WhereisAbhinav @MrOliLee It should be coming to some film festivals soon that are having virtual screenings, so it might be available to watch online that way. Will share as soon as I know 😊.
230	It's crazy out there right now.. Stay at home if you can.. Don't trust the government..FukMo is Australia's worst PM ever. If you go to the hospital for an emergency they will not be able to help soon.. This is what I'm hearing recently.. Fuck! what time is beer o'clock again?.
231	Funding rate moving slowly over to negative on majority of coin-m perpetual contracts. Market = Fearful Current price #BTC 47000$ $ETH 3800$ $LINK 21.98$ Iam expecting $BTC 51000$ $ETH 4050$ $LINK 30$ Soon. ✍️.
232	i do get busy at times so replies can be delayed, please don't take it personal ! i love interacting and i'll reply as soon as i am able to ..
233	adding yet another fee(tax) the city of van will be hurting the small businesses they seem to want gone... soon Vancouver will be like Chicago or many other "ghost cities".
234	Orwell wrote this book in 1949. So for 72 years we have kept this lower vibration fictional story in our consciousness & are currently living out the effects of it in daily life. Tell me who is living the life we were meant to live? Take a wild guess!.
235	Another day of character creation. I'm excited for this one So for Christmas I was gifted my own copy of Guildmaster's Guide to Ravnica and the first race I wanted to look at was the Loxodon. Always thought they're cool but never wanted to explore it. Now that I have the book .
236	@AngusAngels So pleased,even though it was not in DG's book, that Murtagh was brought back loved the return so much! This scene always gives me a "Happy Cry"!🥲.
237	@stuckonarrakis It's why I enjoy your content so much. It really feels like a conversation with a friend who wants to talk about this book they've read 🥰.
238	@ewzucker Ooh, excellent (though that sounds strange to say about a book with such a subtitle), Thanks!.
239	Sonic the Hedgehog is in the Guinness Book of World Records for being the fastest gaming character ever. #FACT .
240	Historian: We Must Protect Democracy in 2022, or Lose It Forever. via @YouTube.
241	But you won’t be welcoming anyone will u? You won’t be in a packed classroom with 30 unvaxxed teens when the r rate is 5 You won’t be on a packed school bus And u have removed the ability of school leaders to exclude kids who won’t wear masks But u pat yourself on the back .
242	Thanks to the pandemic my husband and I are working through our vacation….me contact tracing a positive employee and him setting up new policies for this surge. Our kids just don’t understand this 😢.
243	@ZaidJilani @redsteeze 1. He knows what he is saying isn't true and doesn't care. 2. He should stop pretending to care about kids or other people. It's phony and offensive..
244	@HeatherIsUnsane Once all of the kids move out and have stable lives, my wife and I have talked about doing something similar..
245	@RockNRoLL_85 "Won't Get Filed Again," but it has to be the live version from The Kids Are Alright. .
246	@LabelFreeBrands @thenewsuffrage It really would. My youngest kids' first word was "Duck" which is a rather cute name. I do actually know someone who named herself as a child. I don't know what her parents called her up until she was three, but she asked to be called "Area". She's surprisingly normal. 🤷🏻‍♀️.
247	Installing bark on my kids phones! And the reviews from these damn kids mad at they parents got me dead af!.
248	@zeaggystardust All the nu metal kids hung out there! I didn't drink until I was 19 so for me it was golden haha..
249	@KuchVision @graciefacelove Our teachers in SC taught thru the entire plandemic bc they have a brain and know it is a fake ass plandemic. We don't play virus around here. Our kids have gone to school since day 1 of this scam..
250	@MuzFN Muzz mate u have to stream I didn’t sub for no reason I got to see the banana shit on kids u know what I mean?.
251	i'm going to assume that parents telling kids their traumas in the form of funny little stories over and over from a young age and onwards probably isn't normal?.
252	Be grateful when youIستايليINo society can s, getting even IسيفيII'm not sure how we got to this place, where a girl ⬆️ ARAB ⬆️⬆️ JVK ⬆️ كُوُدَ خَصٍمٍ .
253	Daily Specials are up for Red Rock Fashion Place! Check them out and order on @ChowNow | .
254	@unkonfined This is the key. No resentment, no grievance. The wind is blowing you in different directions. Walk away yourself sometimes. Especially when the soul of a relationship is gone. All thoughts, words and actions should come from a place of love. Everything else is born of EGO..
255	This time they forced it to gaseous form. The cleric turned it so they followed it, when the turn wore off it headed back to its resting place. Not knowing this, the mage fireballed it to ensure it was forced back to its coffin. 4/x.
256	Oh I forgot to tell y’all how I went to go get hot wings yesterday and the place was closed I was devastated.
257	Why are we all being held to ransom by Red Wall seats whose voters believed the lies in the first place? How on Earth will they ever be satiated? .
258	Everyone is all "2022 is the year Doom 1 and Doom 2 takes place" right now, which, yeah, cool, I grew up with those games. But no one is saying, "2022 is the year Soylent Green takes place", and I find that very worrying, for a variety of reasons. #HappyNewYear #SoylentGreen.
259	@kiszkaesque the internet is a place where youre bound to see sexual content and you take that risk being on it, but we shouldnt be hiding our power house our factory. the thing we should be proud of as it develops. the body is a conundrum and should be praised, instead of treated like a +.
260	@CharlesMBlow No! They think they can run this honorary white man Republicans are trying to put in place to forward their agenda and stop progress on voting rights and other needed changes throughout the state. The same way they're trying to do all over the country..
261	I really want to have a derby party. Place some bets at the off track place ahead of time, wear big hats, the whole thing. 🐎.
262	@The_Shed_Talk I think his mother put any rumours about him leaving to bed the other day on Arabs anonymous (facebook). Rumour was he was Ipswich.
263	When I first heard voices? Which is scary and weird. I deleted everyone from Facebook and lost 2000 Twitter followers a day. I deleted my personal Instagram. They deleted my linked in. I did my part of deletion To reduce data. So, I could see this..
264	@buitengebieden_ "Meditation for Busy People" Recording link from Sun Jan 2nd 2022 Speaker: Parmjit Basra a student and teacher of Raj Yoga Meditation for 25 years. He actively promotes developing inner leadership and motivating individuals to be the best they can be.
265	@JonathanGabbai hello do you have any contact on how I can get ahold of an ad manager representative at Meta/Facebook.
266	.@DeanBaker13: "The best way to limit the power of a Mark Zuckerberg or Jack Dorsey to shape our political debates and influence elections is to downsize #Facebook and #Twitter, and possibly other sites." #UnitedStates.
267	The AoT timeline is so insane when you think about it. From the first time Eren transforms and Historia’s coronation it’s literally just 2 months.
268	@SiClancy AR will command a salary that will make it hard to fix the other issues. And who will be the OC? Will he come and play for a defensive minded coach? I think more chances with the other two..
269	@supertanskiii I think you meant ‘You’re fucking welcome you fucking bunch of fucking fucksticks’. You’re welcome..
270	@UNCHAINEDONI Ooo, ooo!!! I've seen that guy while I checked out Inazuma, pretty rad and I can't even lie. I ain't even had that chance to tell him I think he's like... A manifestation of Rock n Roll!.
271	The real difficulty is to overcome how you think about yourself. STRONG VOICE TEJASSWI REIGN OF TEJASSWI PRAKASH #TejasswiPrakash.
272	@CDavies000 @dgurdasani1 I think data science has changed things, the math tells our superiors what they can get away with, (which includes mass manslaughter apparently) bit of a leap from merely starving us, but the numbers say we'll suck it up, - still our fault of course.
273	For me Ali Smith accepting a CBE was just cringe and disappointing. That’s the only person I can think of where I’ve thought, ‘well, that’s a disappointing surprise’ .
274	@RStievenart Why? So far you've lied about Mexico paying for a wall, lied about funding being taken from the military and lied the 9th circuit Court issuing a opinion Instead of a ruling. You clearly live on a different planet. I think you should build the way legally. We disagree..
275	@Missymazda I think I’ve got the plot now but there’s lots of weirdness in the various strands of the story.
276	@DarbysCastle But side note, I don’t have a college degree for a few reasons but unlike most of my area who does or doesn’t, I’m not religious and can think for myself and won’t drink their kool aid.
277	It's become a brain fog kind of day. I think that last walk around the roof making sure there are channels to the drains pushed me over the edge..
278	OKAY SO I JUST SWEPT CYNTHIA USING TWO POKEMON out of these six which two do you think it was - Empoleon - Houndoom - Garchomp - Leafeon - Magnezone - Crobat.
279	@AB84 YOU SHOULD OF TAKEN YOUR MEDS. BIPOLOR ISNT NOTHING TO LAUGH AT. YOUR BIPOLAR RIGHT, WE ALL THINK SO..
280	@JennyENicholson I had really only thought as far as interior design, I didn’t even think about activities until I saw the trailer..
281	@OlwynHope @WarwickHunt4 @MarieAnnUK Somehow I don't think you're getting the meaning of the poster. In other words, they went above and beyond to save this little girl whilst those who were supposedly following the law, sought her out to do her harm. How can you not know the meaning of this?.
282	@Namiiikai yanfei tells the others everything about liyue and its laws. kokomi and raiden listen in fascination and eula looks at her proudly. weird group but i think they'd definitely get along..
283	How many of you wear a mask in the store where you don’t need to if you are fully vaxed, just so people don’t think you are stupid enough to take experimental mRNA gene therapeutic drugs?.
284	@JDdotST Honestly he needs help. I think CTE is a factor here. Obviously can't know that for sure but he hasn't been mentally healthy in a bit..
285	@POTUS my ex husband Roger Dale Mays was dating and possibly married a woman named Becky in Kentucky and she has a daughter named Jessica I think 🤔 & in Wynne Arkansas I grew up with a girl named Becky Willis & she came to my apartment with her daughter Jessica last year. WEIRD.
286	@Jane_tastic @absuRd_Nurse Similar numbers of overnight stays for vaccinated and unvaccinated but more vaccinated deaths. Maybe that's why you think unvaccinated are clogging wards as the jabbed are the ones dying..
287	AUGH! What was that!? Just watched “Matrix Resurrection” and the only thing I can think was that was a deliberate sabotage of the franchise by Lana Wachowski..
288	I think it's perfectly acceptable to send a man flowers and it's not as uncommon as some seem to think, but when I worked delivering flowers the equivalent non flower item was a fruit basket. .
289	@bdquinn I don't think either of these are really how his brain works. It would never occur to him to ask whether it's true or not. He will say anything and everything to get what we wants. That's it. That's the only thing he ever thinks about..
290	I know whoever sent this spam msg doesn't speak English and mistakenly used frivolous instead of loose/promiscuous, but all I can think of is a woman coming up to me in a club and whispering into my ear "do you want to go back to my place and file a bunch of unnecessary lawsuits" .
291	@eviljobob @Bob0Mar @jonocapps Also, no…again, you seem to think that I’m obsessed with what people think of me, being part of the club. I just do what I do. If that includes getting people I disagree with to waste time on me, then hooray!.
292	@mileyVGK @hangukingan I can't believe this mean is 5+ years older than me. How? (And between that and your mom's photo - well, and your own photos - I think it's safe to say your genentics are blessed).
293	22:33 GMT: Temperature: 9.3°C, Wind: SE, 8 mph (ave), 17 mph (gust), Humidity: 74%, Rain (hourly) 0.0 mm, Pressure: 1004 hPa, rising slowly.
294	4:33 PM • 66°F • Rh:88% • Dp:62° • Wind:WNW at 5.3mph • Rain:0.02" • Baro:29.80"_Steady • .
295	Marigold still had her bad days though. A fire snatched what little funds she had left, and she went to work hungry in the pouring rain. All the bad days were worth it to be honoring her Grandma Mintie's dying wish. #TheSims4 #NotSoBerryChallenge .
296	I was just sending photos from my phone to my mom's new digital frame and I almost sent her some destiel art of the x rated variety. .
297	The other day I told my mom about this tweet and she started laughing so hard I almost thought she’d crash the car.
298	@DawnKeats2 Looks awesome. Use mine all the time. Mostly for roast beef dinners. Also make Beef or Turkey soup with any leftovers. Also try Cottage roll, potatoes and carrots. Then add cabbage an hour before done or I usually cook mine on the stovetop. Learned this meal from my Newfie mom..
299	Nothing stings more than your mom saying “good for you, clap for yourself” after you get hurt doing something she told you not to do..
300	for any future variant (suspicious that it even worked for any of the first four). His mom is not permitted to leave the facility so the only way to see her is to take that booster. I started to cry when I read the letter. I try to remember that this is how they break us and.
301	can we stop the fight? seokjin is my man and BOA is my mom she literally made my childhood will never forget Inuyasha ending song #4 .
302	I'm not entertained by Antonio Brown.......I'm concerned about his mental well being. Once again proof that no matter how much money a person has that doesn't mean they are in their right mind.
303	@ChipotleTweets I will be short on rent due to your app getting hacked and someone getting into my account and using my saved card. They bought 50 dollars worth of food. I dont even have money for groceries! I will be short on rent because of this charge!.
304	@HuskerKev5 @Lorencz13 @RobinByrd3 @SInow They are doing it for money. They got money to play in these big programs to begin with. All of these bama players walking around with Gucci bags and Prada watches... and you're over here saying Saban does it clean. Please.
305	a night in a motel room and a chance to get a hot shower. Friends, we could not do this work on anything resembling this level without your help and support. Please, if you sent us money in 2021, give yourself a pat on the back, because you made a difference in someone’s life.🧵.
306	@AlboMP Here's a thought...can you set up a donation fund to purchase RAT tests for people. It's a big mission but desperate times, desperate measures. People need help now. The community will come together for this as the govt is only interested in making money off our misery.#saveoznow.
307	@donmoyn and money they'd be getting as a rebate instead. much easier to waste a big check on junk you don't need. monthly $$$ is easier to put towards bills..
308	@BoxingHistory Money all day he is just to great at the sport of boxing. Smart, fast, and always has a chip on his shoulder. Money by unanimous decision.
309	@fiercelyapink_ yeol, try Now Serving by Serious MD. I already tried their service once but different specialty. It's a good and safe app. They will refund your money if the physician did not show up on the booked schedule (rare to happen)..
310	@Brittany_207 The Sunday scaries after retiring from your 6-figure career to pursue a fortune in fake internet money. 😬.
311	@damoingram77 No premier league player will drop done to championship especially from champions league. Championship has no VAR and tough league. Money means nothing in there..
312	@AlegnaLavieenR1 @PhilMitchell83 👏 👏 👏 Well interestingly I was recently blocked by a male organisation for speaking against a radfem. When they put harmful ideology before all victims being helped, they show their true colours. Domestic abuse is a money making business model. It should not be about that.
313	@TheSultan___ More money than sense you’ve got 😂. I look at it I could get right on it with that especially if ya only getting £300 more if ya don’t.
314	@Jayecane Put 400 to my rent and give my daughter the 100 for transportation money to work this week..
315	@martinplaut They have China India Bangladesh etc so what one America missing no broblem Russian plenty..
316	@AJEnglish @MariaBelen_Fdez Time chooses people who have made a difference good or bad in the world. That is the reason that time picked Elon: because his vision has done a ton of good not only for America but for the world. The fact that his shares are sky high, when he even says they are overvalued.
317	@Out5p0ken “i’ll show america we don’t need them.” finally! marge admits she’s working against america!!!.
318	@hjelle_brian Japan has recorded more than 18,000 COVID-19-related deaths, but the pace of deaths has fallen in recent months. Naruhito also voiced worries about the fast-spreading omicron variant. While in America- 40% and most WS types - 820K dead is no big deal. .
319	Amazon Driver Rescues 4-Month-Old And Parents From Colorado Wildfire, Family Says They 'Could Be Dead' Otherwise..next up she'll likely be fired because thats America.. .
320	UN Peacekeepers Fathered Dozens Of Children In Haiti. The Women They Exploited Are Trying To Get Child Support. via @karlazabs.
321	In a statement, Pres Debretsion said 'the genocidal assault has taken the form of occupation + gross abuses'. The UK govt must support the Govt of Tigray's persistent calls for peace in light of the violations waged against the Tigrayan people. #StopWarOnTigray @vickyford.
322	@linjinqheng ranie i am so proud of you for coming out!! know that i’ll always support you 🥺 ik this is a big step for u to take but i’m glad you did!!.
323	@colin_dunlap You have to want to help yourself and you need a strong support system outside of football, and AB apparently has neither..
324	@darianna_012 Idk what's been going on with them recently because same thing happened to me also,which is so annoying just try reaching @Tech_repair_ they got mine fixed easily without stress he can help you out because support is trash out here..
325	@olleMenayaD @SaramachiL She wants you guys to stop shipping them romantically and in friendship as well, it’s not hard to understand. If you like them both, support them individually. She doesn’t want to be associated with her anymore and you guys should respect and get over that dead ship already….
326	@Kumardev5100 welcome to DigiByte Coin Network Support Have you unlock your waIIet yet, to get your airdrop, fuel daily bonus and earnings If no, kindly visit the website click on reward to login and earning through wallet connect .
327	@Caddicarus Was always a bit confused about which one of those names I should call you by. Guess this answers my question! Either way, I support this change! If you're happier with the name Jim, then I see no reason why you should keep the name you DON'T like around..
328	@PRUSA1984 You don’t think private business has the right to do what they want with their employees? You support the government intervention in private buisness? Sounds like communism.
329	@woye1 It is really low of you to have said that, sir. Any Nigerian in trouble deserves the care and support of all Nigerians, irrespective of whether they have a dual citizenship or not. Let love lead..
330	@KPkeepay SAAAAAAAME the instant it was announced GAA got an official translation, I just HAD to buy it. The physical copy. Cuz I wanna support that-.
331	SM would brag about an Ig live with five-digit viewers but wouldn't bring up Taeyong's being the choreographer for a hit stage viewed by a global audience of 51 million. Taeyong is really strategic because sm won't support him and he has to promote himself. Respect to him!.
332	All this information is useful and will help support the growth of $MOVR Why not load up on some $MOVR .
333	Enjoying Paradise 3 / Call Of Duty Vanguard and Cold War Montage #NorCalWRC via @YouTube.
334	@JUSTinPUSHPLAY @Kevinhalse @paulfeig @SonyPictures Yeah man look at how it controls how the menus look how you buy & change out weapon-- I mean ghostbusing parts. They recycled the engine from whatever war shooter they were pushing back then & so you have these long ass missions that don't go nowhere don't mean anything.
335	@AzelfandQuilava It wasn't dropped tho like its still there with Oni and insurrectionists popping up because of the UNSC being fashy after the war was over.
336	Enemies of #Ethiopia talk about Ethiopia in severe drought, in an unwinnable war, in a bad Economy! They want millions to starve, live in bloodshed and misery! TPLF crushed and the Ethiopian diaspora sent 1.6B USD through official channels in 5 months. Super!#NoMore #TplfMustGo!.
337	@dmt4mt @RollingStone I did not "like" this. I shared it on Facebook. I added a link to General Smedley Butler's book, "War is a Racket." .
338	@jarpad @PhilomenaDunn Wishing you a Happy New Year! I’m so looking forward to continue watching #Walker. May 2022 bring you and all of us much needed happiness, love, peace, and health..
339	Rapid antigen testing can be an additional precaution that you can take if you are planning to socialise with large groups of people, particularly indoors, or interacting with people who are elderly or have serious health conditions..
340	@mchickwisdom @GlobalCalgary @GlobalEdmonton Indeed, people whined because they thought atheists were being too meanie, but here we are with a health crisis that requires science and rationality to beat, and religious people being the primary source of opposition because they've lived their whole lives reason-free..
341	Last week, I very reluctantly tried a turkey burger health minded big kid bought. Not bad. Gonna cook remaining burgers tonight. .
342	it hurt me when I was admitted to hospital for a serious mental health condition which required physical and psychological treatment as an inpatient. .
343	//Y'hate to see yourself have a bad mental health day. I'll try to be back tomorrow or Tuesday after my appointments. Y'all have fun now and remember that you are great!.
344	This should surprise no one. After all, transphobia surrounding sports and health care have been getting increasingly popular in far right politics. A recent undercover report from @az_rww showed how anti-trans attacks were prominent at the recent TPUSA conference. .
345	The Russian government is not our friend. That was true when Obama derided Romney with "the 80's called " and "after my election I'll have more flexibility." It was true when Trump was Putin's lap dog on nearly every issue for four years. It's true now..
346	I hate when men honk at me to try to get my attention. I’m not no damn dog. It’s dusty behavior. Get out and walk up to men like gentlemen tf.
347	I been around my dog too mf much cus he really starting to get too comfortable 😂 like stay in your dog place little boy. All up in my food.
348	So you're running late And it's not even like you You were doing so well Did the dog eat your homework again?.
349	@greg_travis Unless all those kids are yours you seem like a pedo taking pictures of them through a window..
350	@MirrorHer Nahhh the rule at my elementary school was to not hit people in the face. But I gave no fucks and would purposefully hit kids in the face. Good times.
351	@Shauna92118487 @trumptruthmedi1 Into day care ASAP this not a favorable choice, if one can't spend the first 5 years being a stay at home mom/dad they shouldn't have any children ,we're dumping kids into daycare before they can even wipe their own behinds or speack up for themselves its just flat wrong. I also.
352	A draconian lockdown or let 'er rip are not the only options, you know. Even if Omicron will infect us all, it needn't do so all at once. We already know how to slow the surge: vaccines (2 doses for kids, boosters for adults, global equity), ventilation, N95 masks, reduce crowds..
353	@AB84 Damn ab I was pulling for u kids y’all on the verge of a SB u tweaking folk.. but da hood still fwy.
354	My kids have had a pair of snow bibs for every year of their life. I never had a pair growing up, just layers and layers of wet freezing clothes. 🥶.
355	@bitterkarella How the hell was Bravestar and Cowboys of Moo Mesa made into 90s kids shows, but not this?.
356	@mrmiley @dealdeeana @MyHarmReduction 9+ years of daily use... What pray tell do you want to know? I ask us we will tell you your 1uestioning is taking our liberty and we want to hold you accountable! We are not kids you can bulley and not get what's coming to the end you from each of us! #EcigsSaveLives .
357	All the kids are posting their book counts. My yearly total won't be as impressive as my coffee total. So far in 2022, it's 2 books finished and 4 coffees. Except the second number to rise dramatically in the coming days..
358	My dads out having a big ass mimosa and I told him tfti and he’s gonna reply, “fuck them kids!” Oh it’s on sight now..
359	@SorryYoureRight CW is not stupid. He will look at the entire season of work. Not a vanila playsheet because your stud qb goes down in the first qb. Look at the entire season and a qb with less talent himself and around him was up for the heisman. Lebby will be just fine..
360	@XxAlizaBxX That's some great work there. A whole outline in three days?! My tortured brain salutes you..
361	@lameocampus @PeterCBC @pjackson_nl @AnthonyGermain 2/2... back. He was at work, in a public setting, when he felt the symptoms. Called health authorities who told him to get tested. He said his only transportation was the bus. They told him not to take the bus but to get a taxi. They seem to think taxi drivers are expendable..
362	We ain’t gotta post pictures, but yeah I expect everything else listed, if not then it’s not gonna work & I can’t fuck with you .
363	@happyschaff Curious, Scott. Are you OK with coaches bailing on their teams for bigger paydays while being against unpaid college players protecting their life's work by skipping meaningless bowl games? That's my primary issue with Herbie here..
364	still can't believe time flies really and it's already the last day of 2021. thanks to engenes, i was very happy for all this year. as much as you love me, i will work hard to show you the best of me. let's be happy in the future and walk on flowery paths only, engenes 🎆 .
365	@IlvesToomas Probably another reason we got out of Afghanistan. We are going to be tested. Appeasement doe not work. Be ready.
366	@YvetteDAth According to the new rules, I'll never be a close contact. Don't get 4 hours a day with my kids before or after work, spend longer than 4 hours in close contact with workmates but they don't count as they don't live with me. Why did the Qld government accept these new rules?.
367	Posted on IG by my daughter, the ER nurse. Our healthcare workers are not doing ok. The CDC has put them all in a terrible position by changing its recommendations on when they can be forced to return to work after COVID infections & symptoms. .
368	@levelsio It's an attempt to commodity and gate away the free and accessible hard work of others - disguised as "decentralization". The internet is largely decentralized to begin with, and ironically a lot of these web3 projects do more to centralize it..
369	@Samfr ‘Model minorities’. There’s an extensive body of work. Start by asking why inviting 3 million Hong Kongese to the UK caused almost no negative headlines. Imagine they were any other group..
370	@LIBGyal Can't even say the man has to be a gym rat because he'll leave you in bed to go work out then come home and feed you four croissant sandwiches 🥪.
371	@debrotteveel61 My cell phone is for work, and there are work security apps and other stuff that would allow someone to do bad stuff. No, you're not looking through my phone. If I had an SO who asked, I'd give them a pass on the first ask after I explained. The next ask would be insta-goodbye..
372	HOWEVER it's a big 🚩when anyone says "adding horror and suspense" to an adaptation of anything from the GRIMM BROTHERS. It feels like they never read anything from them. They have dark stories and anyone that knows their work knows this😂.
373	@HulkSatan @TransGraps @hoskvlt There are, literally, hundreds of book out there. If you really cared, you’d have already done that leg work. You have no care to actually learn, so I’m not wasting my time..
374	StudyStream gives students a place to study live with thousands of others .
375	@giantpandaTV Working at UwU cafe has been an incredibly fun time, our rivalry with BurgerShot is hilarious and keeps me on the server for longer. I find most people in the server to be mature to the occasional kids running around 😭.
376	@MarkOneN0d @Rayburn26060023 People criticize her for raising monkeys often, that probably had something to do with it. I think everyone can assume you didn't mean that comment in an inappropriate way, we just have to be cautious with kids.
377	@LauraLeslieWRAL @GreerSuggs The founding principles are the basis of Constitution- which is Civics. That has always been taught- what NCGA did was add the Financial Literacy course because parents were complaining about their kids not knowing how to do taxes. BTW-course was already being taught in CTE..
378	@erdocAA @fordnation And it’s ok to take your kids to hang out with other kids at Walmart, Buttttttt nottt at school!!!!! The teachers are terrified.
379	@tengentwt like ,,, terrible kids throwing tantrums, facts about how giving birth is the most dreadful thing ever, etc.
380	@JustJoshinNH Yeah, we take naming our pets way more seriously than most, also, when they do shit they're not allowed, we belly out the full name. 4 kids, 2 dogs, the full name matters..
381	#DougFord is rolling the dice with our kids and educators in order to score points for re-election. We need a two week buffer. This is not what a leader does. They make the hard calls and tough decisions, even when unpopular. They lead. #FordFailedKids #VoteFordOut2022.
382	Los Angeles Public Schools Cancelled Their Vaccine Mandate After 30,000 Kids Were Not Complying THIS. More of this. .
383	@bouffantbecky this isn't like last year. Kids are vaccinated, most areas are still masks required but if not, smart parents are over-riding that & telling kids to mask-up anyway (as they should). While still risky, we're in the "learning to live w/it" phase so planned for changes are due. 👍👍.
384	@loveandbelove1 That’s exactly how I feel. Once I know you really out to try and destroy me imma make yo azz feel it. Ion even be in the Getbakk type of time. God is my Getbakk now. I feel every word you said baby..
385	@Volcanologist We thought about using reusables but they weren't even possible with an underweight prem baby, and by the time she was big enough I couldn't face adding to the domestic burden as I just didn't have the capacity. But carry the mum guilt anyway ....
386	One last adventure visiting manatees in the wild. They are the coolest mammals on the planet. Swipe for mama and baby calf. @ Chassahowitzka National Wildlife Refuge .
387	Today is a whirlwind of emotions. First off Happy 17th anniversary to @kylie_hennig. Happy Birthday to my brother @BobbyGerould. It's Chili Bowl finale, but looming in just under an hour is the start of the @Raiders playoff game. Just Win Baby... .
388	Very happy that our 2nd PWS 10 Ltd baby arrived safely by our own Jessica Reed on 30.12.2021 - 1 day and 8 years after my son William was born. Uncanny. Jess is taking well deserved maternity for the next few months. Congrats to Jess and Ryan ❤️.
